frame,time_s,raw_x,raw_y,mm_per_pixel,tracking_source,tracking_confidence,tags_tracked,tag_ids,tag_sources,pose_x,pose_y,pose_z,pose_err,video_frame
42,1.2833,579.0,1364.5,0.119491,opencv,0.133,1,5,5:opencv,4.66,48.334,,,308
43,1.2875,580.0,1390.5,0.119491,opencv,0.1,1,5,5:opencv,4.78,51.441,,,309
44,1.2917,580.0,1411.5,0.119491,opencv,0.1,1,5,5:opencv,4.78,53.95,,,310
45,1.2958,579.0,1416.5,0.119491,opencv,0.1,1,5,5:opencv,4.66,54.548,,,311
46,1.3,579.0,1412.5,0.119491,opencv,0.1,1,5,5:opencv,4.66,54.07,,,312
73,1.4125,558.65,760.47,0.119059,apriltag,1.0,1,5,5:apriltag,1.937,-23.397,170.015,0.0,339
74,1.4167,554.5,732.5,0.119059,opencv,0.967,1,5,5:opencv,1.726,-27.086,,,340
75,1.4208,553.5,707.5,0.119059,opencv,0.933,1,5,5:opencv,1.607,-30.062,,,341
76,1.425,551.5,681.5,0.119059,opencv,0.9,1,5,5:opencv,1.369,-33.158,,,342
77,1.4292,550.5,655.5,0.119059,opencv,0.867,1,5,5:opencv,1.25,-36.253,,,343
78,1.4333,548.5,629.5,0.119059,opencv,0.833,1,5,5:opencv,1.012,-39.349,,,344
79,1.4375,548.39,605.78,0.119102,apriltag,1.0,1,5,5:apriltag,0.977,-40.978,167.847,0.0,345
80,1.4417,546.5,578.0,0.119102,opencv,0.967,1,5,5:opencv,0.774,-45.497,,,346
81,1.4458,546.5,552.0,0.119102,opencv,0.933,1,5,5:opencv,0.774,-48.594,,,347
82,1.45,547.65,526.51,0.118924,apriltag,1.0,1,5,5:apriltag,0.847,-51.174,171.251,0.0,348
83,1.4542,545.0,499.5,0.118924,opencv,0.967,1,5,5:opencv,0.595,-54.765,,,349
84,1.4583,544.0,473.5,0.118924,opencv,0.933,1,5,5:opencv,0.476,-57.857,,,350
85,1.4625,544.32,450.85,0.118392,apriltag,1.0,1,5,5:apriltag,0.439,-60.201,171.513,0.0,351
86,1.4667,544.33,445.01,0.118251,apriltag,1.0,1,5,5:apriltag,0.539,-62.297,175.408,0.0,352
87,1.4708,546.78,448.69,0.119714,apriltag,1.0,1,5,5:apriltag,0.814,-61.077,173.196,0.0,353
88,1.475,546.33,456.45,0.119445,apriltag,1.0,1,5,5:apriltag,0.74,-59.819,172.432,0.0,354
89,1.4792,544.37,471.32,0.118189,apriltag,1.0,1,5,5:apriltag,0.462,-57.719,171.309,0.0,355
90,1.4833,543.67,490.39,0.118295,apriltag,1.0,1,5,5:apriltag,0.402,-55.214,170.578,0.0,356
91,1.4875,546.32,513.63,0.119485,apriltag,1.0,1,5,5:apriltag,0.681,-53.558,173.95,0.0,357
92,1.4917,547.0,538.5,0.119485,opencv,0.967,1,5,5:opencv,0.836,-50.363,,,358
93,1.4958,548.0,564.5,0.119485,opencv,0.933,1,5,5:opencv,0.956,-47.256,,,359
94,1.5,548.0,591.5,0.119485,opencv,0.9,1,5,5:opencv,0.956,-44.03,,,360
95,1.5042,548.0,618.5,0.119485,opencv,0.867,1,5,5:opencv,0.956,-40.804,,,361
96,1.5083,552.34,644.15,0.118815,apriltag,1.0,1,5,5:apriltag,1.369,-37.407,171.844,0.0,362
97,1.5125,552.5,670.0,0.118815,opencv,0.967,1,5,5:opencv,1.485,-34.456,,,363
98,1.5167,555.7,695.82,0.119321,apriltag,1.0,1,5,5:apriltag,1.75,-30.845,169.208,0.0,364
99,1.5208,553.5,721.0,0.119321,opencv,0.967,1,5,5:opencv,1.611,-28.518,,,365
100,1.525,553.5,748.0,0.119321,opencv,0.933,1,5,5:opencv,1.611,-25.296,,,366
101,1.5292,554.5,775.0,0.119321,opencv,0.9,1,5,5:opencv,1.73,-22.074,,,367
102,1.5333,556.5,802.0,0.119321,opencv,0.867,1,5,5:opencv,1.969,-18.853,,,368
103,1.5375,557.5,828.0,0.119321,opencv,0.833,1,5,5:opencv,2.088,-15.75,,,369
104,1.5417,558.5,855.0,0.119321,opencv,0.8,1,5,5:opencv,2.207,-12.529,,,370
105,1.5458,559.5,881.0,0.119321,opencv,0.767,1,5,5:opencv,2.327,-9.426,,,371
106,1.55,560.5,908.0,0.119321,opencv,0.733,1,5,5:opencv,2.446,-6.205,,,372
107,1.5542,561.5,934.0,0.119321,opencv,0.7,1,5,5:opencv,2.565,-3.102,,,373
108,1.5583,562.5,960.0,0.119321,opencv,0.667,1,5,5:opencv,2.685,0.0,,,374
109,1.5625,563.5,986.0,0.119321,opencv,0.633,1,5,5:opencv,2.804,3.102,,,375
110,1.5667,565.5,1012.0,0.119321,opencv,0.6,1,5,5:opencv,3.043,6.205,,,376
111,1.5708,565.5,1038.0,0.119321,opencv,0.567,1,5,5:opencv,3.043,9.307,,,377
112,1.575,566.5,1064.0,0.119321,opencv,0.533,1,5,5:opencv,3.162,12.409,,,378
113,1.5792,566.5,1091.0,0.119321,opencv,0.5,1,5,5:opencv,3.162,15.631,,,379
114,1.5833,567.5,1117.0,0.119321,opencv,0.467,1,5,5:opencv,3.281,18.733,,,380
115,1.5875,568.5,1143.0,0.119321,opencv,0.433,1,5,5:opencv,3.401,21.836,,,381
116,1.5917,570.5,1170.0,0.119321,opencv,0.4,1,5,5:opencv,3.639,25.057,,,382
117,1.5958,571.5,1196.0,0.119321,opencv,0.367,1,5,5:opencv,3.759,28.16,,,383
118,1.6,572.5,1222.0,0.119321,opencv,0.333,1,5,5:opencv,3.878,31.262,,,384
119,1.6042,573.5,1249.0,0.119321,opencv,0.3,1,5,5:opencv,3.997,34.484,,,385
120,1.6083,574.5,1275.0,0.119321,opencv,0.267,1,5,5:opencv,4.117,37.586,,,386
121,1.6125,575.5,1301.0,0.119321,opencv,0.233,1,5,5:opencv,4.236,40.688,,,387
122,1.6167,577.5,1328.0,0.119321,opencv,0.2,1,5,5:opencv,4.475,43.91,,,388
123,1.6208,578.5,1353.0,0.119321,opencv,0.167,1,5,5:opencv,4.594,46.893,,,389
124,1.625,579.5,1379.0,0.119321,opencv,0.133,1,5,5:opencv,4.713,49.995,,,390
125,1.6292,580.5,1404.0,0.119321,opencv,0.1,1,5,5:opencv,4.832,52.978,,,391
126,1.6333,579.5,1415.0,0.119321,opencv,0.1,1,5,5:opencv,4.713,54.291,,,392
127,1.6375,578.5,1412.0,0.119321,opencv,0.1,1,5,5:opencv,4.594,53.933,,,393
128,1.6417,578.5,1408.0,0.119321,opencv,0.1,1,5,5:opencv,4.594,53.456,,,394
136,1.675,574.22,1233.98,0.118909,apriltag,1.0,1,5,5:apriltag,4.04,32.353,171.214,0.0,402
137,1.6792,573.0,1207.5,0.118909,opencv,0.967,1,5,5:opencv,3.924,29.43,,,403
138,1.6833,571.0,1181.5,0.118909,opencv,0.933,1,5,5:opencv,3.686,26.338,,,404
139,1.6875,570.0,1156.5,0.118909,opencv,0.9,1,5,5:opencv,3.567,23.366,,,405
140,1.6917,570.0,1130.5,0.118909,opencv,0.867,1,5,5:opencv,3.567,20.274,,,406
141,1.6958,570.45,1105.46,0.119201,apriltag,1.0,1,5,5:apriltag,3.507,17.143,171.173,0.0,407
142,1.7,568.5,1078.5,0.119201,opencv,0.967,1,5,5:opencv,3.397,14.125,,,408
143,1.7042,567.33,1055.06,0.119715,apriltag,1.0,1,5,5:apriltag,3.138,11.082,168.998,0.0,409
144,1.7083,565.0,1028.5,0.119715,opencv,0.967,1,5,5:opencv,2.993,8.2,,,410
145,1.7125,562.67,1003.86,0.119261,apriltag,1.0,1,5,5:apriltag,2.702,5.102,165.311,0.0,411
146,1.7167,562.5,980.0,0.119261,opencv,0.967,1,5,5:opencv,2.683,2.385,,,412
147,1.7208,562.5,954.0,0.119261,opencv,0.933,1,5,5:opencv,2.683,-0.716,,,413
148,1.725,561.5,928.0,0.119261,opencv,0.9,1,5,5:opencv,2.564,-3.816,,,414
149,1.7292,560.5,902.0,0.119261,opencv,0.867,1,5,5:opencv,2.445,-6.917,,,415
150,1.7333,558.33,874.69,0.119013,apriltag,1.0,1,5,5:apriltag,2.203,-9.664,166.054,0.0,416
151,1.7375,558.0,851.0,0.119013,opencv,0.967,1,5,5:opencv,2.142,-12.972,,,417
152,1.7417,557.0,825.0,0.119013,opencv,0.933,1,5,5:opencv,2.023,-16.067,,,418
153,1.7458,556.0,799.0,0.119013,opencv,0.9,1,5,5:opencv,1.904,-19.161,,,419
154,1.75,556.0,773.0,0.119013,opencv,0.867,1,5,5:opencv,1.904,-22.255,,,420
155,1.7542,555.0,748.0,0.119013,opencv,0.833,1,5,5:opencv,1.785,-25.231,,,421
156,1.7583,553.0,722.0,0.119013,opencv,0.8,1,5,5:opencv,1.547,-28.325,,,422
157,1.7625,552.0,696.0,0.119013,opencv,0.767,1,5,5:opencv,1.428,-31.419,,,423
158,1.7667,551.0,671.0,0.119013,opencv,0.733,1,5,5:opencv,1.309,-34.395,,,424
159,1.7708,549.0,645.0,0.119013,opencv,0.7,1,5,5:opencv,1.071,-37.489,,,425
160,1.775,548.0,618.0,0.119013,opencv,0.667,1,5,5:opencv,0.952,-40.702,,,426
161,1.7792,548.0,592.0,0.119013,opencv,0.633,1,5,5:opencv,0.952,-43.797,,,427
162,1.7833,547.0,566.0,0.119013,opencv,0.6,1,5,5:opencv,0.833,-46.891,,,428
163,1.7875,546.35,537.4,0.119042,apriltag,1.0,1,5,5:apriltag,0.823,-49.973,171.879,0.0,429
164,1.7917,546.0,511.0,0.119042,opencv,0.967,1,5,5:opencv,0.714,-53.45,,,430
165,1.7958,545.0,485.0,0.119042,opencv,0.933,1,5,5:opencv,0.595,-56.545,,,431
166,1.8,544.0,459.0,0.119042,opencv,0.9,1,5,5:opencv,0.476,-59.64,,,432
167,1.8042,543.96,445.21,0.117674,apriltag,1.0,1,5,5:apriltag,0.463,-60.685,170.891,0.0,433
168,1.8083,546.54,446.43,0.119204,apriltag,1.0,1,5,5:apriltag,0.772,-61.11,172.547,0.0,434
169,1.8125,546.47,452.61,0.118727,apriltag,1.0,1,5,5:apriltag,0.772,-59.823,171.034,0.0,435
170,1.8167,544.15,464.78,0.118801,apriltag,1.0,1,5,5:apriltag,0.542,-58.407,171.134,0.0,436
171,1.8208,543.25,482.47,0.118586,apriltag,1.0,1,5,5:apriltag,0.374,-56.735,172.257,0.0,437
172,1.825,545.58,504.17,0.118769,apriltag,1.0,1,5,5:apriltag,0.532,-54.642,173.973,0.0,438
173,1.8292,546.24,527.87,0.11904,apriltag,1.0,1,5,5:apriltag,0.862,-51.633,173.317,0.0,439
174,1.8333,548.5,552.0,0.11904,opencv,0.967,1,5,5:opencv,1.012,-48.568,,,440
175,1.8375,549.64,580.82,0.119903,apriltag,1.0,1,5,5:apriltag,1.085,-45.215,172.814,0.0,441
176,1.8417,548.5,606.5,0.119903,opencv,0.967,1,5,5:opencv,1.019,-42.386,,,442
177,1.8458,549.5,632.5,0.119903,opencv,0.933,1,5,5:opencv,1.139,-39.268,,,443
178,1.85,553.09,658.98,0.118993,apriltag,1.0,1,5,5:apriltag,1.463,-36.044,173.61,0.0,444
179,1.8542,553.0,685.0,0.118993,opencv,0.967,1,5,5:opencv,1.547,-32.723,,,445
180,1.8583,553.0,711.0,0.118993,opencv,0.933,1,5,5:opencv,1.547,-29.629,,,446
181,1.8625,553.0,737.0,0.118993,opencv,0.9,1,5,5:opencv,1.547,-26.536,,,447
182,1.8667,554.0,765.0,0.118993,opencv,0.867,1,5,5:opencv,1.666,-23.204,,,448
183,1.8708,555.0,791.0,0.118993,opencv,0.833,1,5,5:opencv,1.785,-20.11,,,449
184,1.875,557.0,818.0,0.118993,opencv,0.8,1,5,5:opencv,2.023,-16.897,,,450
185,1.8792,558.0,844.0,0.118993,opencv,0.767,1,5,5:opencv,2.142,-13.803,,,451
186,1.8833,559.0,871.0,0.118993,opencv,0.733,1,5,5:opencv,2.261,-10.59,,,452
187,1.8875,559.0,897.0,0.118993,opencv,0.7,1,5,5:opencv,2.261,-7.497,,,453
188,1.8917,560.0,924.0,0.118993,opencv,0.667,1,5,5:opencv,2.38,-4.284,,,454
189,1.8958,563.89,951.11,0.120007,apriltag,1.0,1,5,5:apriltag,2.729,-1.078,171.298,0.0,455
190,1.9,563.86,975.32,0.119384,apriltag,1.0,1,5,5:apriltag,2.726,1.849,166.709,0.0,456
191,1.9042,564.5,1001.5,0.119384,opencv,0.967,1,5,5:opencv,2.925,4.954,,,457
192,1.9083,565.5,1027.5,0.119384,opencv,0.933,1,5,5:opencv,3.044,8.058,,,458
193,1.9125,566.5,1053.5,0.119384,opencv,0.9,1,5,5:opencv,3.164,11.162,,,459
194,1.9167,566.5,1080.5,0.119384,opencv,0.867,1,5,5:opencv,3.164,14.386,,,460
195,1.9208,567.5,1106.5,0.119384,opencv,0.833,1,5,5:opencv,3.283,17.49,,,461
196,1.925,568.5,1133.5,0.119384,opencv,0.8,1,5,5:opencv,3.402,20.713,,,462
197,1.9292,570.5,1159.5,0.119384,opencv,0.767,1,5,5:opencv,3.641,23.817,,,463
198,1.9333,574.31,1185.37,0.119586,apriltag,1.0,1,5,5:apriltag,3.838,26.739,172.172,0.0,464
199,1.9375,573.0,1211.5,0.119586,opencv,0.967,1,5,5:opencv,3.946,30.076,,,465
200,1.9417,574.0,1237.5,0.119586,opencv,0.933,1,5,5:opencv,4.066,33.185,,,466
201,1.9458,575.0,1263.5,0.119586,opencv,0.9,1,5,5:opencv,4.186,36.294,,,467
202,1.95,576.0,1289.5,0.119586,opencv,0.867,1,5,5:opencv,4.305,39.404,,,468
203,1.9542,577.0,1317.5,0.119586,opencv,0.833,1,5,5:opencv,4.425,42.752,,,469
204,1.9583,579.0,1343.5,0.119586,opencv,0.8,1,5,5:opencv,4.664,45.861,,,470
205,1.9625,580.0,1368.5,0.119586,opencv,0.767,1,5,5:opencv,4.783,48.851,,,471
206,1.9667,581.0,1393.5,0.119586,opencv,0.733,1,5,5:opencv,4.903,51.84,,,472
207,1.9708,581.0,1413.5,0.119586,opencv,0.7,1,5,5:opencv,4.903,54.232,,,473
208,1.975,580.0,1415.5,0.119586,opencv,0.667,1,5,5:opencv,4.783,54.471,,,474
209,1.9792,580.0,1411.5,0.119586,opencv,0.633,1,5,5:opencv,4.783,53.993,,,475
210,1.9833,580.0,1403.5,0.119586,opencv,0.6,1,5,5:opencv,4.783,53.036,,,476
211,1.9875,580.0,1389.5,0.119586,opencv,0.567,1,5,5:opencv,4.783,51.362,,,477
212,1.9917,580.0,1370.5,0.119586,opencv,0.533,1,5,5:opencv,4.783,49.09,,,478
213,1.9958,578.0,1348.5,0.119586,opencv,0.5,1,5,5:opencv,4.544,46.459,,,479
214,2.0,576.0,1325.5,0.119586,opencv,0.467,1,5,5:opencv,4.305,43.709,,,480
215,2.0042,575.0,1299.5,0.119586,opencv,0.433,1,5,5:opencv,4.186,40.599,,,481
216,2.0083,574.0,1272.5,0.119586,opencv,0.4,1,5,5:opencv,4.066,37.371,,,482
217,2.0125,574.0,1247.5,0.119586,opencv,0.367,1,5,5:opencv,4.066,34.381,,,483
218,2.0167,573.0,1221.5,0.119586,opencv,0.333,1,5,5:opencv,3.946,31.272,,,484
219,2.0208,572.0,1195.5,0.119586,opencv,0.3,1,5,5:opencv,3.827,28.162,,,485
220,2.025,571.0,1170.5,0.119586,opencv,0.267,1,5,5:opencv,3.707,25.173,,,486
221,2.0292,570.0,1144.5,0.119586,opencv,0.233,1,5,5:opencv,3.588,22.064,,,487
222,2.0333,569.0,1118.5,0.119586,opencv,0.2,1,5,5:opencv,3.468,18.954,,,488
223,2.0375,569.0,1093.5,0.119586,opencv,0.167,1,5,5:opencv,3.468,15.965,,,489
224,2.0417,568.0,1067.5,0.119586,opencv,0.133,1,5,5:opencv,3.348,12.855,,,490
225,2.0458,566.0,1041.5,0.119586,opencv,0.1,1,5,5:opencv,3.109,9.746,,,491
226,2.05,564.0,1016.5,0.119586,opencv,0.1,1,5,5:opencv,2.87,6.757,,,492
227,2.0542,564.84,991.44,0.120733,apriltag,1.0,1,5,5:apriltag,2.783,3.728,170.458,0.0,493
228,2.0583,562.0,964.0,0.120733,opencv,0.967,1,5,5:opencv,2.656,0.483,,,494
229,2.0625,562.0,938.0,0.120733,opencv,0.933,1,5,5:opencv,2.656,-2.656,,,495
230,2.0667,561.0,913.0,0.120733,opencv,0.9,1,5,5:opencv,2.535,-5.674,,,496
231,2.0708,560.0,887.0,0.120733,opencv,0.867,1,5,5:opencv,2.415,-8.814,,,497
232,2.075,558.0,861.0,0.120733,opencv,0.833,1,5,5:opencv,2.173,-11.953,,,498
233,2.0792,557.0,835.0,0.120733,opencv,0.8,1,5,5:opencv,2.052,-15.092,,,499
234,2.0833,557.0,809.0,0.120733,opencv,0.767,1,5,5:opencv,2.052,-18.231,,,500
235,2.0875,558.59,785.19,0.118831,apriltag,1.0,1,5,5:apriltag,1.977,-20.616,170.737,0.0,501
236,2.0917,555.0,757.5,0.118831,opencv,0.967,1,5,5:opencv,1.782,-24.063,,,502
237,2.0958,555.49,733.8,0.119446,apriltag,1.0,1,5,5:apriltag,1.807,-27.012,173.24,0.0,503
238,2.1,552.5,707.5,0.119446,opencv,0.967,1,5,5:opencv,1.493,-30.16,,,504
239,2.1042,552.75,682.5,0.11863,apriltag,1.0,1,5,5:apriltag,1.419,-32.062,167.603,0.0,505
240,2.1083,550.0,655.0,0.11863,opencv,0.967,1,5,5:opencv,1.186,-36.182,,,506
241,2.1125,549.66,630.65,0.11963,apriltag,1.0,1,5,5:apriltag,1.135,-39.17,172.373,0.0,507
242,2.1167,547.0,604.0,0.11963,opencv,0.967,1,5,5:opencv,0.837,-42.588,,,508
243,2.1208,547.0,577.0,0.11963,opencv,0.933,1,5,5:opencv,0.837,-45.818,,,509
244,2.125,544.31,551.84,0.118574,apriltag,1.0,1,5,5:apriltag,0.88,-48.971,174.073,1e-06,510
245,2.1292,546.0,524.5,0.118574,opencv,0.967,1,5,5:opencv,0.711,-51.639,,,511
246,2.1333,546.48,498.06,0.119391,apriltag,1.0,1,5,5:apriltag,0.667,-55.371,173.801,0.0,512
247,2.1375,543.0,472.0,0.119391,opencv,0.967,1,5,5:opencv,0.358,-58.263,,,513
248,2.1417,543.74,450.38,0.118422,apriltag,1.0,1,5,5:apriltag,0.401,-60.372,171.809,0.0,514
249,2.1458,544.97,445.28,0.118632,apriltag,1.0,1,5,5:apriltag,0.579,-61.26,172.535,0.0,515
250,2.15,546.74,449.74,0.119955,apriltag,1.0,1,5,5:apriltag,0.822,-60.991,173.352,0.0,516
251,2.1542,545.58,458.46,0.119023,apriltag,1.0,1,5,5:apriltag,0.664,-59.647,172.451,0.0,517
252,2.1583,543.29,474.0,0.118563,apriltag,1.0,1,5,5:apriltag,0.379,-57.697,172.113,0.0,518
253,2.1625,544.93,493.07,0.118791,apriltag,1.0,1,5,5:apriltag,0.417,-56.306,174.903,0.0,519
254,2.1667,547.05,516.37,0.119177,apriltag,1.0,1,5,5:apriltag,0.694,-51.49,168.276,0.0,520
255,2.1708,550.0,541.86,0.118827,apriltag,1.0,1,5,5:apriltag,0.998,-49.714,172.67,0.0,521
256,2.175,549.0,567.5,0.118827,opencv,0.967,1,5,5:opencv,1.069,-46.64,,,522
257,2.1792,548.0,594.5,0.118827,opencv,0.933,1,5,5:opencv,0.951,-43.431,,,523
258,2.1833,549.0,621.5,0.118827,opencv,0.9,1,5,5:opencv,1.069,-40.223,,,524
259,2.1875,551.74,646.39,0.118421,apriltag,1.0,1,5,5:apriltag,1.37,-36.952,170.996,0.0,525
260,2.1917,552.56,672.19,0.119065,apriltag,1.0,1,5,5:apriltag,1.506,-33.647,169.671,0.0,526
261,2.1958,557.19,697.35,0.119035,apriltag,1.0,1,5,5:apriltag,1.735,-31.143,172.528,1e-06,527
262,2.2,554.0,726.5,0.119035,opencv,0.967,1,5,5:opencv,1.666,-27.795,,,528
263,2.2042,554.0,753.5,0.119035,opencv,0.933,1,5,5:opencv,1.666,-24.581,,,529
264,2.2083,555.0,780.5,0.119035,opencv,0.9,1,5,5:opencv,1.786,-21.367,,,530
265,2.2125,557.0,807.5,0.119035,opencv,0.867,1,5,5:opencv,2.024,-18.153,,,531
266,2.2167,558.0,833.5,0.119035,opencv,0.833,1,5,5:opencv,2.143,-15.058,,,532
267,2.2208,559.0,860.5,0.119035,opencv,0.8,1,5,5:opencv,2.262,-11.844,,,533
268,2.225,560.0,886.5,0.119035,opencv,0.767,1,5,5:opencv,2.381,-8.749,,,534
269,2.2292,561.0,912.5,0.119035,opencv,0.733,1,5,5:opencv,2.5,-5.654,,,535
270,2.2333,562.0,939.5,0.119035,opencv,0.7,1,5,5:opencv,2.619,-2.44,,,536
271,2.2375,563.0,965.5,0.119035,opencv,0.667,1,5,5:opencv,2.738,0.655,,,537
272,2.2417,564.0,991.5,0.119035,opencv,0.633,1,5,5:opencv,2.857,3.75,,,538
273,2.2458,566.0,1017.5,0.119035,opencv,0.6,1,5,5:opencv,3.095,6.845,,,539
274,2.25,566.0,1043.5,0.119035,opencv,0.567,1,5,5:opencv,3.095,9.939,,,540
275,2.2542,567.0,1069.5,0.119035,opencv,0.533,1,5,5:opencv,3.214,13.034,,,541
276,2.2583,567.0,1096.5,0.119035,opencv,0.5,1,5,5:opencv,3.214,16.248,,,542
277,2.2625,569.0,1122.5,0.119035,opencv,0.467,1,5,5:opencv,3.452,19.343,,,543
278,2.2667,570.0,1149.5,0.119035,opencv,0.433,1,5,5:opencv,3.571,22.557,,,544
279,2.2708,571.0,1175.5,0.119035,opencv,0.4,1,5,5:opencv,3.69,25.652,,,545
280,2.275,572.0,1201.5,0.119035,opencv,0.367,1,5,5:opencv,3.809,28.747,,,546
281,2.2792,573.0,1228.5,0.119035,opencv,0.333,1,5,5:opencv,3.928,31.961,,,547
282,2.2833,574.75,1252.4,0.118794,apriltag,1.0,1,5,5:apriltag,4.095,34.8,172.538,0.0,548
283,2.2875,575.0,1277.5,0.118794,opencv,0.967,1,5,5:opencv,4.158,37.717,,,549
284,2.2917,576.0,1304.5,0.118794,opencv,0.933,1,5,5:opencv,4.277,40.924,,,550
285,2.2958,578.0,1332.5,0.118794,opencv,0.9,1,5,5:opencv,4.514,44.251,,,551
286,2.3,579.0,1357.5,0.118794,opencv,0.867,1,5,5:opencv,4.633,47.221,,,552
287,2.3042,580.0,1382.5,0.118794,opencv,0.833,1,5,5:opencv,4.752,50.19,,,553
288,2.3083,581.0,1405.5,0.118794,opencv,0.8,1,5,5:opencv,4.871,52.923,,,554
289,2.3125,580.0,1416.5,0.118794,opencv,0.767,1,5,5:opencv,4.752,54.229,,,555
290,2.3167,579.0,1414.5,0.118794,opencv,0.733,1,5,5:opencv,4.633,53.992,,,556
291,2.3208,579.0,1409.5,0.118794,opencv,0.7,1,5,5:opencv,4.633,53.398,,,557
292,2.325,579.0,1397.5,0.118794,opencv,0.667,1,5,5:opencv,4.633,51.972,,,558
293,2.3292,580.0,1381.5,0.118794,opencv,0.633,1,5,5:opencv,4.752,50.072,,,559
294,2.3333,579.0,1361.5,0.118794,opencv,0.6,1,5,5:opencv,4.633,47.696,,,560
295,2.3375,577.0,1338.5,0.118794,opencv,0.567,1,5,5:opencv,4.395,44.963,,,561
296,2.3417,575.0,1314.5,0.118794,opencv,0.533,1,5,5:opencv,4.158,42.112,,,562
