frame,time_s,raw_x,raw_y,mm_per_pixel,tracking_source,tracking_confidence,tags_tracked,tag_ids,tag_sources,pose_x,pose_y,pose_z,pose_err,video_frame
22,2.6659,552.0,872.5,0.123939,opencv,0.8,1,5,5:opencv,1487.271,-10844.688,,,74
23,2.8022,551.0,846.5,0.123939,opencv,0.767,1,5,5:opencv,1363.332,-14067.109,,,75
24,2.9383,551.0,821.5,0.123939,opencv,0.733,1,5,5:opencv,1363.332,-17165.592,,,76
25,3.0749,550.0,795.5,0.123939,opencv,0.7,1,5,5:opencv,1239.393,-20388.013,,,77
26,3.2099,549.0,769.5,0.123939,opencv,0.667,1,5,5:opencv,1115.454,-23610.435,,,78
27,3.3464,548.0,743.5,0.123939,opencv,0.633,1,5,5:opencv,991.514,-26832.856,,,79
28,3.4813,547.0,717.5,0.123939,opencv,0.6,1,5,5:opencv,867.575,-30055.278,,,80
29,3.6175,546.0,692.5,0.123939,opencv,0.567,1,5,5:opencv,743.636,-33153.76,,,81
30,3.7507,544.0,666.5,0.123939,opencv,0.533,1,5,5:opencv,495.757,-36376.182,,,82
31,3.8842,543.0,640.5,0.123939,opencv,0.5,1,5,5:opencv,371.818,-39598.603,,,83
32,4.0145,544.0,624.5,0.123939,opencv,0.467,1,5,5:opencv,495.757,-41581.632,,,84
33,4.0992,543.77,624.7,0.120203,apriltag,1.0,1,5,5:apriltag,0.504,-40.353,174.539,0.0,85
34,4.1812,544.16,625.37,0.120401,apriltag,1.0,1,5,5:apriltag,0.482,-40.052,173.656,0.0,86
35,4.2609,542.04,630.34,0.120669,apriltag,1.0,1,5,5:apriltag,0.248,-39.751,174.874,0.0,87
36,4.3903,541.0,640.5,0.120669,opencv,0.967,1,5,5:opencv,120.669,-38553.781,,,88
37,4.4733,544.4,656.62,0.121483,apriltag,1.0,1,5,5:apriltag,0.513,-36.441,174.28,0.0,89
38,4.6049,545.5,676.5,0.121483,opencv,0.967,1,5,5:opencv,668.157,-34440.472,,,90
39,4.6862,547.33,699.78,0.122002,apriltag,1.0,1,5,5:apriltag,0.848,-31.326,174.816,0.0,91
40,4.8226,546.0,725.0,0.122002,opencv,0.967,1,5,5:opencv,732.013,-28670.525,,,92
41,4.9568,546.0,751.0,0.122002,opencv,0.933,1,5,5:opencv,732.013,-25498.467,,,93
42,5.0936,548.0,778.0,0.122002,opencv,0.9,1,5,5:opencv,976.018,-22204.406,,,94
43,5.2305,550.0,804.0,0.122002,opencv,0.867,1,5,5:opencv,1220.022,-19032.348,,,95
44,5.3686,551.0,830.0,0.122002,opencv,0.833,1,5,5:opencv,1342.025,-15860.29,,,96
45,5.5027,551.0,857.0,0.122002,opencv,0.8,1,5,5:opencv,1342.025,-12566.23,,,97
46,5.6416,551.0,883.0,0.122002,opencv,0.767,1,5,5:opencv,1342.025,-9394.172,,,98
47,5.7765,553.0,910.0,0.122002,opencv,0.733,1,5,5:opencv,1586.029,-6100.112,,,99
48,5.916,555.0,937.0,0.122002,opencv,0.7,1,5,5:opencv,1830.033,-2806.051,,,100
49,6.0494,556.0,963.0,0.122002,opencv,0.667,1,5,5:opencv,1952.036,366.007,,,101
50,6.1919,557.0,989.0,0.122002,opencv,0.633,1,5,5:opencv,2074.038,3538.065,,,102
51,6.3264,557.0,1014.0,0.122002,opencv,0.6,1,5,5:opencv,2074.038,6588.121,,,103
52,6.4686,558.0,1041.0,0.122002,opencv,0.567,1,5,5:opencv,2196.04,9882.181,,,104
53,6.6048,560.0,1067.0,0.122002,opencv,0.533,1,5,5:opencv,2440.045,13054.239,,,105
54,6.7455,561.0,1094.0,0.122002,opencv,0.5,1,5,5:opencv,2562.047,16348.299,,,106
55,6.8809,563.0,1120.0,0.122002,opencv,0.467,1,5,5:opencv,2806.051,19520.357,,,107
56,7.0219,564.0,1146.0,0.122002,opencv,0.433,1,5,5:opencv,2928.054,22692.415,,,108
57,7.1553,564.0,1173.0,0.122002,opencv,0.4,1,5,5:opencv,2928.054,25986.475,,,109
58,7.2933,565.0,1199.0,0.122002,opencv,0.367,1,5,5:opencv,3050.056,29158.534,,,110
59,7.4278,566.0,1225.0,0.122002,opencv,0.333,1,5,5:opencv,3172.058,32330.592,,,111
60,7.5677,567.0,1246.0,0.122002,opencv,0.3,1,5,5:opencv,3294.06,34892.638,,,112
61,7.6471,567.93,1251.55,0.119301,apriltag,1.0,1,5,5:apriltag,3.343,34.926,173.775,0.0,113
62,7.7265,567.56,1251.51,0.119723,apriltag,1.0,1,5,5:apriltag,3.295,34.809,173.097,0.0,114
63,7.8113,567.77,1250.53,0.119691,apriltag,1.0,1,5,5:apriltag,3.305,34.611,172.576,0.0,115
64,7.8992,567.65,1243.43,0.119691,apriltag,1.0,1,5,5:apriltag,3.316,33.79,172.672,0.0,116
65,7.9794,567.24,1231.47,0.120669,apriltag,1.0,1,5,5:apriltag,3.267,32.611,174.052,0.0,117
66,8.1176,566.5,1214.5,0.120669,opencv,0.967,1,5,5:opencv,3197.715,30710.134,,,118
67,8.2516,565.5,1193.5,0.120669,opencv,0.933,1,5,5:opencv,3077.047,28176.095,,,119
68,8.3893,563.5,1170.5,0.120669,opencv,0.9,1,5,5:opencv,2835.71,25400.72,,,120
69,8.5277,563.5,1145.5,0.120669,opencv,0.867,1,5,5:opencv,2835.71,22384.007,,,121
70,8.6697,563.5,1120.5,0.120669,opencv,0.833,1,5,5:opencv,2835.71,19367.295,,,122
71,8.751,561.12,1096.26,0.122644,apriltag,1.0,1,5,5:apriltag,2.52,16.326,173.755,0.0,123
72,8.8888,560.0,1070.5,0.122644,opencv,0.967,1,5,5:opencv,2452.873,13552.122,,,124
73,9.0292,558.0,1044.5,0.122644,opencv,0.933,1,5,5:opencv,2207.586,10363.388,,,125
74,9.1109,557.87,1019.94,0.122594,apriltag,1.0,1,5,5:apriltag,2.132,7.194,174.309,0.0,126
75,9.2453,555.5,993.5,0.122594,opencv,0.967,1,5,5:opencv,1900.21,4106.906,,,127
76,9.3836,555.5,967.5,0.122594,opencv,0.933,1,5,5:opencv,1900.21,919.457,,,128
77,9.518,554.5,942.5,0.122594,opencv,0.9,1,5,5:opencv,1777.616,-2145.399,,,129
78,9.6558,552.5,916.5,0.122594,opencv,0.867,1,5,5:opencv,1532.428,-5332.849,,,130
79,9.7914,551.5,889.5,0.122594,opencv,0.833,1,5,5:opencv,1409.834,-8642.892,,,131
80,9.8766,551.28,863.92,0.122281,apriltag,1.0,1,5,5:apriltag,1.37,-11.514,174.235,0.0,132
81,10.0125,550.0,837.5,0.122281,opencv,0.967,1,5,5:opencv,1222.814,-14979.466,,,133
82,10.1502,549.0,811.5,0.122281,opencv,0.933,1,5,5:opencv,1100.532,-18158.782,,,134
83,10.289,549.0,786.5,0.122281,opencv,0.9,1,5,5:opencv,1100.532,-21215.815,,,135
84,10.4236,548.0,760.5,0.122281,opencv,0.867,1,5,5:opencv,978.251,-24395.131,,,136
85,10.5603,546.0,734.5,0.122281,opencv,0.833,1,5,5:opencv,733.688,-27574.446,,,137
86,10.6956,545.0,708.5,0.122281,opencv,0.8,1,5,5:opencv,611.407,-30753.761,,,138
87,10.8332,544.0,683.5,0.122281,opencv,0.767,1,5,5:opencv,489.125,-33810.795,,,139
88,10.9677,543.0,657.5,0.122281,opencv,0.733,1,5,5:opencv,366.844,-36990.111,,,140
89,11.1077,543.0,634.5,0.122281,opencv,0.7,1,5,5:opencv,366.844,-39802.582,,,141
90,11.1882,544.07,627.73,0.120257,apriltag,1.0,1,5,5:apriltag,0.481,-40.36,176.142,0.0,142
91,11.2678,543.84,627.58,0.12067,apriltag,1.0,1,5,5:apriltag,0.48,-40.165,175.173,0.0,143
92,11.3516,543.16,628.79,0.120797,apriltag,1.0,1,5,5:apriltag,0.391,-39.664,173.831,0.0,144
93,11.4835,542.5,636.0,0.120797,opencv,0.967,1,5,5:opencv,301.992,-39138.103,,,145
94,11.6149,543.5,649.0,0.120797,opencv,0.933,1,5,5:opencv,422.788,-37567.747,,,146
95,11.7031,545.07,668.03,0.121465,apriltag,1.0,1,5,5:apriltag,0.581,-35.093,174.47,0.0,147
96,11.8415,544.5,690.5,0.121465,opencv,0.967,1,5,5:opencv,546.594,-32734.88,,,148
97,11.9822,545.5,714.5,0.121465,opencv,0.933,1,5,5:opencv,668.059,-29819.714,,,149
98,12.1215,545.5,740.5,0.121465,opencv,0.9,1,5,5:opencv,668.059,-26661.618,,,150
99,12.2556,546.5,767.5,0.121465,opencv,0.867,1,5,5:opencv,789.524,-23382.057,,,151
100,12.3955,548.5,793.5,0.121465,opencv,0.833,1,5,5:opencv,1032.454,-20223.961,,,152
101,12.5308,550.5,819.5,0.121465,opencv,0.8,1,5,5:opencv,1275.385,-17065.865,,,153
102,12.6731,550.5,846.5,0.121465,opencv,0.767,1,5,5:opencv,1275.385,-13786.304,,,154
103,12.8093,550.5,872.5,0.121465,opencv,0.733,1,5,5:opencv,1275.385,-10628.208,,,155
104,12.9544,551.5,899.5,0.121465,opencv,0.7,1,5,5:opencv,1396.85,-7348.647,,,156
105,13.0983,552.5,925.5,0.121465,opencv,0.667,1,5,5:opencv,1518.315,-4190.55,,,157
106,13.2445,554.5,952.5,0.121465,opencv,0.633,1,5,5:opencv,1761.246,-910.989,,,158
107,13.3916,555.5,978.5,0.121465,opencv,0.6,1,5,5:opencv,1882.711,2247.107,,,159
108,13.5378,556.5,1003.5,0.121465,opencv,0.567,1,5,5:opencv,2004.176,5283.738,,,160
109,13.6243,558.25,1029.79,0.122507,apriltag,1.0,1,5,5:apriltag,2.12,8.359,173.698,0.0,161
110,13.7662,557.5,1056.0,0.122507,opencv,0.967,1,5,5:opencv,2143.874,11760.681,,,162
111,13.9069,559.5,1083.0,0.122507,opencv,0.933,1,5,5:opencv,2388.888,15068.372,,,163
112,14.0407,560.5,1109.0,0.122507,opencv,0.9,1,5,5:opencv,2511.395,18253.557,,,164
113,14.1762,562.5,1136.0,0.122507,opencv,0.867,1,5,5:opencv,2756.41,21561.248,,,165
114,14.3081,562.5,1162.0,0.122507,opencv,0.833,1,5,5:opencv,2756.41,24746.433,,,166
115,14.4456,563.5,1188.0,0.122507,opencv,0.8,1,5,5:opencv,2878.917,27931.617,,,167
116,14.5756,564.5,1215.0,0.122507,opencv,0.767,1,5,5:opencv,3001.424,31239.309,,,168
117,14.7084,565.5,1239.0,0.122507,opencv,0.733,1,5,5:opencv,3123.931,34179.479,,,169
118,14.7893,568.18,1250.27,0.120099,apriltag,1.0,1,5,5:apriltag,3.342,34.688,173.272,0.0,170
119,14.8701,567.07,1250.77,0.118739,apriltag,1.0,1,5,5:apriltag,3.223,34.444,171.69,0.0,171
120,14.9537,567.1,1250.79,0.118676,apriltag,1.0,1,5,5:apriltag,3.21,34.42,171.551,0.0,172
121,15.0348,567.43,1247.52,0.118617,apriltag,1.0,1,5,5:apriltag,3.215,34.002,171.406,0.0,173
122,15.1674,566.5,1237.5,0.118617,opencv,0.967,1,5,5:opencv,3143.348,32916.189,,,174
123,15.3029,565.5,1222.5,0.118617,opencv,0.933,1,5,5:opencv,3024.731,31136.936,,,175
124,15.3822,564.89,1202.93,0.121189,apriltag,1.0,1,5,5:apriltag,3.009,29.41,175.539,0.0,176
125,15.514,564.0,1181.0,0.121189,opencv,0.967,1,5,5:opencv,2908.543,26782.833,,,177
126,15.6523,563.0,1156.0,0.121189,opencv,0.933,1,5,5:opencv,2787.354,23753.101,,,178
127,15.7875,562.0,1131.0,0.121189,opencv,0.9,1,5,5:opencv,2666.164,20723.369,,,179
128,15.9494,562.0,1106.0,0.121189,opencv,0.867,1,5,5:opencv,2666.164,17693.636,,,180
129,16.0881,561.0,1081.0,0.121189,opencv,0.833,1,5,5:opencv,2544.975,14663.904,,,181
130,16.2266,559.0,1055.0,0.121189,opencv,0.8,1,5,5:opencv,2302.597,11512.983,,,182
131,16.3086,558.18,1028.89,0.121983,apriltag,1.0,1,5,5:apriltag,2.197,8.369,174.496,0.0,183
132,16.4442,557.0,1002.5,0.121983,opencv,0.967,1,5,5:opencv,2073.704,5184.261,,,184
133,16.5853,557.0,977.5,0.121983,opencv,0.933,1,5,5:opencv,2073.704,2134.696,,,185
134,16.7202,556.0,950.5,0.121983,opencv,0.9,1,5,5:opencv,1951.722,-1158.835,,,186
135,16.8597,555.0,925.5,0.121983,opencv,0.867,1,5,5:opencv,1829.739,-4208.4,,,187
136,17.0023,553.0,899.5,0.121983,opencv,0.833,1,5,5:opencv,1585.774,-7379.947,,,188
137,17.1478,551.0,873.5,0.121983,opencv,0.8,1,5,5:opencv,1341.809,-10551.495,,,189
138,17.2895,550.0,847.5,0.121983,opencv,0.767,1,5,5:opencv,1219.826,-13723.043,,,190
139,17.4285,550.0,821.5,0.121983,opencv,0.733,1,5,5:opencv,1219.826,-16894.59,,,191
140,17.5638,549.0,795.5,0.121983,opencv,0.7,1,5,5:opencv,1097.843,-20066.138,,,192
141,17.7056,548.0,770.5,0.121983,opencv,0.667,1,5,5:opencv,975.861,-23115.703,,,193
142,17.8426,547.0,744.5,0.121983,opencv,0.633,1,5,5:opencv,853.878,-26287.251,,,194
143,17.9801,546.0,718.5,0.121983,opencv,0.6,1,5,5:opencv,731.896,-29458.798,,,195
144,18.113,545.0,693.5,0.121983,opencv,0.567,1,5,5:opencv,609.913,-32508.363,,,196
145,18.2482,543.0,667.5,0.121983,opencv,0.533,1,5,5:opencv,365.948,-35679.911,,,197
146,18.3821,542.0,641.5,0.121983,opencv,0.5,1,5,5:opencv,243.965,-38851.459,,,198
147,18.4682,542.47,627.31,0.120953,apriltag,1.0,1,5,5:apriltag,0.338,-39.831,173.89,0.0,199
148,18.5496,544.33,626.62,0.12052,apriltag,1.0,1,5,5:apriltag,0.494,-40.175,174.8,0.0,200
149,18.632,543.38,627.22,0.120406,apriltag,1.0,1,5,5:apriltag,0.415,-39.893,173.867,0.0,201
150,18.7677,541.0,631.5,0.120406,opencv,0.967,1,5,5:opencv,120.406,-39553.263,,,202
