millis_ms,t,position,handleY,velocity,acceleration,speed
3690,0.814624975,0.327382139,-0.000000000,-8.349701040,48.460780440,0.100
3700,0.816374975,0.322519807,-0.000000000,-8.321016694,49.885549542,0.100
3710,0.818124975,0.317674449,-0.000000000,-8.291501234,51.310318645,0.100
3720,0.819874975,0.312846550,-0.000000000,-8.261154658,52.735087747,0.100
3730,0.821624975,0.308036597,-0.000000000,-8.229976966,54.159856849,0.100
3740,0.823374975,0.303245072,-0.000000000,-8.197968160,55.584625952,0.100
3750,0.825124975,0.298472462,-0.000000000,-8.165128238,57.009395054,0.100
3760,0.826874975,0.293719251,-0.000000000,-8.131457201,58.434164157,0.100
3770,0.828624975,0.288985924,-0.000000000,-8.096955049,59.858933259,0.100
3780,0.830374975,0.284272966,-0.000000000,-8.061621781,61.283702361,0.100
3790,0.832124975,0.279580861,-0.000000000,-8.025457398,62.708471464,0.100
3800,0.833874975,0.274910094,-0.000000000,-7.988461900,64.133240566,0.100
3810,0.835624974,0.270261150,-0.000000000,-7.950635286,65.558009668,0.100
3820,0.837374974,0.265634515,-0.000000000,-7.911977558,66.982778771,0.100
3830,0.839124974,0.261030672,-0.000000000,-7.872488714,68.407547873,0.100
3840,0.840874974,0.256450106,-0.000000000,-7.832168754,69.832316975,0.100
3850,0.842624974,0.251893303,-0.000000000,-7.791017680,71.257086078,0.100
3860,0.844374974,0.247360748,-0.000000000,-7.749035490,72.681855180,0.100
3870,0.846124974,0.242852924,-0.000000000,-7.706222184,74.106624283,0.100
3880,0.847874974,0.238370317,-0.000000000,-7.662577764,75.531393385,0.100
3890,0.849624974,0.233913412,-0.000000000,-7.618102228,76.956162487,0.100
3900,0.851374974,0.229482693,-0.000000000,-7.572795577,78.380931590,0.100
3910,0.853124974,0.225078645,-0.000000000,-7.526657811,79.805700692,0.100
3920,0.854874974,0.220701754,-0.000000000,-7.479688929,81.230469794,0.100
3930,0.856624974,0.216352504,-0.000000000,-7.431888932,82.655238897,0.100
3940,0.858374974,0.212031379,-0.000000000,-7.383257820,84.080007999,0.100
3950,0.860124974,0.207738865,-0.000000000,-7.333795593,85.504777101,0.100
3960,0.861874974,0.203475446,-0.000000000,-7.283502250,86.929546204,0.100
3970,0.863624974,0.199241607,-0.000000000,-7.232377792,88.354315306,0.100
3980,0.865374974,0.195037834,-0.000000000,-7.180422218,89.779084409,0.100
3990,0.867124974,0.190864610,-0.000000000,-7.127635530,91.203853511,0.100
4000,0.868874973,0.186722421,-0.000000000,-7.074017726,92.628622613,0.100
4010,0.870624973,0.182611751,-0.000000000,-7.019568807,94.053391716,0.100
4020,0.872374973,0.178533086,-0.000000000,-6.964288772,95.478160818,0.100
4030,0.874124973,0.174486909,-0.000000000,-6.908177623,96.902929920,0.100
4040,0.875874973,0.170473707,-0.000000000,-6.851235357,98.327699023,0.100
4050,0.877624973,0.166493963,-0.000000000,-6.793461977,99.752468125,0.100
4060,0.879374973,0.162548163,-0.000000000,-6.734857482,101.177237227,0.100
4070,0.881124973,0.158636791,-0.000000000,-6.675421871,102.602006330,0.100
4080,0.882874973,0.154760333,-0.000000000,-6.615155144,104.026775432,0.100
4090,0.884624973,0.150919272,-0.000000000,-6.554057303,105.451544535,0.100
4100,0.886374973,0.147114094,-0.000000000,-6.492128346,106.876313637,0.100
4110,0.888124973,0.143345284,-0.000000000,-6.429368274,108.301082739,0.100
4120,0.889874973,0.139613327,-0.000000000,-6.365777087,109.725851842,0.100
4130,0.891624973,0.135918706,-0.000000000,-6.301354784,111.150620944,0.100
4140,0.893374973,0.132261908,-0.000000000,-6.236101366,112.575390046,0.100
4150,0.895124973,0.128643416,-0.000000000,-6.170016833,114.000159149,0.100
4160,0.896874973,0.125063717,-0.000000000,-6.103101185,115.424928251,0.100
4170,0.898624973,0.121523294,-0.000000000,-6.035354421,116.849697354,0.100
4180,0.900374973,0.118022632,-0.000000000,-5.966776542,118.274466456,0.100
4190,0.902124972,0.114562216,-0.000000000,-5.897367548,119.699235558,0.100
4200,0.903874972,0.111142531,-0.000000000,-5.827127438,121.124004661,0.100
4210,0.905624972,0.107764063,-0.000000000,-5.756056213,122.548773763,0.100
4220,0.907374972,0.104427294,-0.000000000,-5.684153873,123.973542865,0.100
4230,0.909124972,0.101132711,-0.000000000,-5.611420418,125.398311968,0.100
4240,0.910874972,0.097880799,-0.000000000,-5.537855847,126.823081070,0.100
4250,0.912624972,0.094672041,-0.000000000,-5.463460161,128.247850172,0.100
4260,0.914374972,0.091506924,-0.000000000,-5.388233360,129.672619275,0.100
4270,0.916124972,0.088385931,-0.000000000,-5.312175443,131.097388377,0.100
4280,0.917874972,0.085309548,-0.000000000,-5.235286411,132.522157480,0.100
4290,0.919624972,0.082278259,-0.000000000,-5.157566264,133.946926582,0.100
4300,0.921374972,0.079292549,-0.000000000,-5.079015002,135.371695684,0.100
4310,0.923124972,0.076352903,-0.000000000,-4.999632624,136.796464787,0.100
4320,0.924874972,0.073459806,-0.000000000,-4.919419131,138.221233889,0.100
4330,0.926624972,0.070613742,-0.000000000,-4.838374523,139.646002991,0.100
4340,0.928374972,0.067815197,-0.000000000,-4.756498799,141.070772094,0.100
4350,0.930124972,0.065064656,-0.000000000,-4.673791960,142.495541196,0.100
4360,0.931874972,0.062362602,-0.000000000,-4.590254006,143.920310298,0.100
4370,0.933624972,0.059709521,-0.000000000,-4.505884937,145.345079401,0.100
4380,0.935374971,0.057105898,-0.000000000,-4.420684752,146.769848503,0.100
4390,0.937124971,0.054552217,-0.000000000,-4.334653452,148.194617606,0.100
4400,0.938874971,0.052048964,-0.000000000,-4.247791037,149.619386708,0.100
4410,0.940624971,0.049596623,-0.000000000,-4.160097506,151.044155810,0.100
4420,0.942374971,0.047195679,-0.000000000,-4.071572860,152.468924913,0.100
4430,0.944124971,0.044846616,-0.000000000,-3.982217099,153.893694015,0.100
4440,0.945874971,0.042549920,-0.000000000,-3.892030223,155.318463117,0.100
4450,0.947624971,0.040306076,-0.000000000,-3.801012231,156.743232220,0.100
4460,0.949374971,0.038115568,-0.000000000,-3.709163124,158.168001322,0.100
4470,0.951124971,0.035978881,-0.000000000,-3.616482902,159.592770424,0.100
4480,0.952874971,0.033896500,-0.000000000,-3.522971564,161.017539527,0.100
4490,0.954624971,0.031868909,-0.000000000,-3.428629111,162.442308629,0.100
4500,0.956374971,0.029896594,-0.000000000,-3.333455543,163.867077732,0.100
4510,0.958124971,0.027980039,-0.000000000,-3.237450860,165.291846834,0.100
4520,0.959874971,0.026119730,-0.000000000,-3.140615061,166.716615936,0.100
4530,0.961624971,0.024316150,-0.000000000,-3.042948147,168.141385039,0.100
4540,0.963374971,0.022569785,-0.000000000,-2.944450118,169.566154141,0.100
4550,0.965124971,0.020881120,-0.000000000,-2.845120974,170.990923243,0.100
4560,0.966874970,0.019250639,-0.000000000,-2.744960714,172.415692346,0.100
4570,0.968624970,0.017678828,-0.000000000,-2.643969339,173.840461448,0.100
4580,0.970374970,0.016166170,-0.000000000,-2.542146848,175.265230551,0.100
4590,0.972124970,0.014713151,-0.000000000,-2.439493243,176.689999653,0.100
4600,0.973874970,0.013320256,-0.000000000,-2.336008522,178.114768755,0.100
4610,0.975624970,0.011987970,-0.000000000,-2.231692685,179.539537858,0.100
4620,0.977374970,0.010716776,-0.000000000,-2.126545734,180.964306960,0.100
4630,0.979124970,0.009507161,-0.000000000,-2.020567667,182.389076062,0.100
4640,0.980874970,0.008359609,-0.000000000,-1.913758485,183.813845165,0.100
4650,0.982624970,0.007274605,-0.000000000,-1.806118187,185.238614267,0.100
4660,0.984374970,0.006252633,-0.000000000,-1.697646775,186.663383369,0.100
4670,0.986124970,0.005294178,-0.000000000,-1.588344247,188.088152472,0.100
4680,0.987874970,0.004399726,-0.000000000,-1.478210604,189.512921574,0.100
4690,0.989624970,0.003569761,-0.000000000,-1.367245845,190.937690677,0.100
4700,0.991374970,0.002804768,-0.000000000,-1.255449971,192.362459779,0.100
4710,0.993124970,0.002105231,-0.000000000,-1.142822982,193.787228881,0.100
4720,0.994874970,0.001471636,-0.000000000,-1.029364878,195.211997984,0.100
4730,0.996624970,0.000904467,-0.000000000,-0.915075658,196.636767086,0.100
4740,0.998374970,0.000404209,-0.000000000,-0.799955323,198.061536188,0.100
4750,0.000124969,-0.000000000,1.000000030,0.692307692,199.384609442,0.100
4760,0.001874969,0.000471519,1.000000030,0.816442048,197.858120228,0.100
4770,0.003624969,0.000981359,1.000000030,0.931443724,196.433351126,0.100
4780,0.005374969,0.001558042,1.000000030,1.045614284,195.008582023,0.100
4790,0.007124969,0.002201081,1.000000030,1.158953729,193.583812921,0.100
4800,0.008874969,0.002909993,1.000000030,1.271462059,192.159043819,0.100
4810,0.010624969,0.003684292,1.000000030,1.383139273,190.734274716,0.100
4820,0.012374969,0.004523493,1.000000030,1.493985372,189.309505614,0.100
4830,0.014124969,0.005427113,1.000000030,1.604000356,187.884736512,0.100
4840,0.015874969,0.006394665,1.000000030,1.713184225,186.459967409,0.100
4850,0.017624969,0.007425666,1.000000030,1.821536978,185.035198307,0.100
4860,0.019374969,0.008519630,1.000000030,1.929058616,183.610429205,0.100
4870,0.021124969,0.009676073,1.000000030,2.035749139,182.185660102,0.100
4880,0.022874969,0.010894509,1.000000030,2.141608547,180.760891000,0.100
4890,0.024624969,0.012174455,1.000000030,2.246636839,179.336121897,0.100
4900,0.026374969,0.013515424,1.000000030,2.350834016,177.911352795,0.100
4910,0.028124969,0.014916933,1.000000030,2.454200078,176.486583693,0.100
4920,0.029874969,0.016378496,1.000000030,2.556735024,175.061814590,0.100
4930,0.031624969,0.017899628,1.000000030,2.658438855,173.637045488,0.100
4940,0.033374968,0.019479846,1.000000030,2.759311571,172.212276386,0.100
4950,0.035124968,0.021118663,1.000000030,2.859353171,170.787507283,0.100
4960,0.036874968,0.022815596,1.000000030,2.958563657,169.362738181,0.100
4970,0.038624968,0.024570159,1.000000030,3.056943027,167.937969079,0.100
4980,0.040374968,0.026381868,1.000000030,3.154491281,166.513199976,0.100
4990,0.042124968,0.028250237,1.000000030,3.251208421,165.088430874,0.100
