frame,time_s,raw_x,raw_y,mm_per_pixel,tracking_source,tracking_confidence,tags_tracked,tag_ids,tag_sources,pose_x,pose_y,pose_z,pose_err,video_frame
76,7.0451,552.77,1051.81,0.124242,apriltag,1.0,1,5,5:apriltag,1.543,11.124,175.923,0.0,909
77,7.1634,553.0,1077.0,0.124242,opencv,0.967,1,5,5:opencv,,,,,910
78,7.2711,555.0,1104.0,0.124242,opencv,0.933,1,5,5:opencv,,,,,911
79,7.3252,556.7,1131.29,0.12348,apriltag,1.0,1,5,5:apriltag,2.025,20.768,175.753,0.0,912
80,7.4361,558.0,1156.5,0.12348,opencv,0.967,1,5,5:opencv,,,,,913
81,7.4897,559.6,1184.89,0.123035,apriltag,1.0,1,5,5:apriltag,2.343,27.22,175.916,0.0,914
82,7.5952,559.5,1210.0,0.123035,opencv,0.967,1,5,5:opencv,,,,,915
83,7.7038,560.5,1236.0,0.123035,opencv,0.933,1,5,5:opencv,,,,,916
84,7.7616,562.16,1251.04,0.120913,apriltag,1.0,1,5,5:apriltag,2.631,35.043,174.534,0.0,917
85,7.8182,561.57,1253.17,0.12069,apriltag,1.0,1,5,5:apriltag,2.59,35.338,174.788,0.0,918
86,7.8723,561.9,1253.46,0.120166,apriltag,1.0,1,5,5:apriltag,2.594,35.343,174.677,0.0,919
87,7.9303,561.74,1251.64,0.120551,apriltag,1.0,1,5,5:apriltag,2.581,35.15,174.566,0.0,920
88,7.9834,562.46,1242.79,0.120482,apriltag,1.0,1,5,5:apriltag,2.644,34.276,175.828,0.0,921
89,8.0366,560.85,1227.82,0.122255,apriltag,1.0,1,5,5:apriltag,2.53,32.624,176.671,0.0,922
90,8.1451,559.5,1210.0,0.122255,opencv,0.967,1,5,5:opencv,,,,,923
91,8.2013,558.79,1188.51,0.123449,apriltag,1.0,1,5,5:apriltag,2.178,27.454,174.742,0.0,924
92,8.2553,558.02,1163.87,0.123251,apriltag,1.0,1,5,5:apriltag,2.091,24.547,174.537,0.0,925
93,8.3602,556.0,1139.5,0.123251,opencv,0.967,1,5,5:opencv,,,,,926
94,8.4651,555.0,1114.5,0.123251,opencv,0.933,1,5,5:opencv,,,,,927
95,8.5733,554.0,1088.5,0.123251,opencv,0.9,1,5,5:opencv,,,,,928
96,8.6814,553.0,1063.5,0.123251,opencv,0.867,1,5,5:opencv,,,,,929
97,8.7901,551.0,1037.5,0.123251,opencv,0.833,1,5,5:opencv,,,,,930
98,8.8485,552.91,1012.0,0.123436,apriltag,1.0,1,5,5:apriltag,1.473,6.227,174.081,0.0,931
99,8.9583,551.0,986.0,0.123436,opencv,0.967,1,5,5:opencv,,,,,932
100,9.0668,550.0,960.0,0.123436,opencv,0.933,1,5,5:opencv,,,,,933
101,9.1747,548.0,934.0,0.123436,opencv,0.9,1,5,5:opencv,,,,,934
102,9.2825,546.0,908.0,0.123436,opencv,0.867,1,5,5:opencv,,,,,935
103,9.3891,545.0,882.0,0.123436,opencv,0.833,1,5,5:opencv,,,,,936
104,9.4976,544.0,857.0,0.123436,opencv,0.8,1,5,5:opencv,,,,,937
105,9.6047,543.0,831.0,0.123436,opencv,0.767,1,5,5:opencv,,,,,938
106,9.713,543.0,805.0,0.123436,opencv,0.733,1,5,5:opencv,,,,,939
107,9.8229,541.0,779.0,0.123436,opencv,0.7,1,5,5:opencv,,,,,940
108,9.9288,540.0,754.0,0.123436,opencv,0.667,1,5,5:opencv,,,,,941
109,9.9818,540.53,727.21,0.12292,apriltag,1.0,1,5,5:apriltag,0.015,-27.787,173.394,0.0,942
110,10.0923,538.5,700.0,0.12292,opencv,0.967,1,5,5:opencv,,,,,943
111,10.1991,537.5,674.0,0.12292,opencv,0.933,1,5,5:opencv,,,,,944
112,10.3036,536.5,649.0,0.12292,opencv,0.9,1,5,5:opencv,,,,,945
113,10.3598,536.8,631.8,0.122482,apriltag,1.0,1,5,5:apriltag,-0.383,-39.865,176.307,0.0,946
114,10.4121,537.85,629.0,0.123595,apriltag,1.0,1,5,5:apriltag,-0.263,-40.727,178.421,0.0,947
115,10.4656,537.72,629.06,0.12184,apriltag,1.0,1,5,5:apriltag,-0.289,-40.052,175.723,0.0,948
116,10.5215,535.29,632.38,0.121845,apriltag,1.0,1,5,5:apriltag,-0.517,-39.711,175.914,0.0,949
117,10.5742,536.06,643.93,0.122193,apriltag,1.0,1,5,5:apriltag,-0.496,-38.785,177.939,0.0,950
118,10.6833,535.5,658.0,0.122193,opencv,0.967,1,5,5:opencv,,,,,951
119,10.7872,537.5,677.0,0.122193,opencv,0.933,1,5,5:opencv,,,,,952
120,10.893,538.5,700.0,0.122193,opencv,0.9,1,5,5:opencv,,,,,953
121,10.9987,538.5,725.0,0.122193,opencv,0.867,1,5,5:opencv,,,,,954
122,11.1023,539.5,751.0,0.122193,opencv,0.833,1,5,5:opencv,,,,,955
123,11.2045,540.5,778.0,0.122193,opencv,0.8,1,5,5:opencv,,,,,956
124,11.2597,543.54,803.63,0.122993,apriltag,1.0,1,5,5:apriltag,0.443,-18.924,175.799,0.0,957
125,11.3689,545.0,828.5,0.122993,opencv,0.967,1,5,5:opencv,,,,,958
126,11.4742,545.0,855.5,0.122993,opencv,0.933,1,5,5:opencv,,,,,959
127,11.5875,545.0,881.5,0.122993,opencv,0.9,1,5,5:opencv,,,,,960
128,11.6944,546.0,908.5,0.122993,opencv,0.867,1,5,5:opencv,,,,,961
129,11.7996,547.0,935.5,0.122993,opencv,0.833,1,5,5:opencv,,,,,962
130,11.9124,549.0,961.5,0.122993,opencv,0.8,1,5,5:opencv,,,,,963
131,12.0187,550.0,987.5,0.122993,opencv,0.767,1,5,5:opencv,,,,,964
132,12.1246,551.0,1013.5,0.122993,opencv,0.733,1,5,5:opencv,,,,,965
133,12.2361,552.0,1039.5,0.122993,opencv,0.7,1,5,5:opencv,,,,,966
134,12.3428,553.0,1065.5,0.122993,opencv,0.667,1,5,5:opencv,,,,,967
135,12.3961,554.86,1095.21,0.124457,apriltag,1.0,1,5,5:apriltag,1.805,16.434,177.328,0.0,968
136,12.4523,555.83,1119.62,0.123027,apriltag,1.0,1,5,5:apriltag,1.91,19.334,175.587,0.0,969
137,12.5608,556.0,1146.0,0.123027,opencv,0.967,1,5,5:opencv,,,,,970
138,12.6725,557.0,1172.0,0.123027,opencv,0.933,1,5,5:opencv,,,,,971
139,12.7293,559.58,1199.02,0.123207,apriltag,1.0,1,5,5:apriltag,2.394,29.244,177.381,0.0,972
140,12.8336,560.5,1224.5,0.123207,opencv,0.967,1,5,5:opencv,,,,,973
141,12.888,561.32,1247.36,0.121145,apriltag,1.0,1,5,5:apriltag,2.584,34.837,175.821,0.0,974
142,12.943,560.87,1254.0,0.120316,apriltag,1.0,1,5,5:apriltag,2.518,35.327,174.084,0.0,975
143,13.008,561.46,1255.03,0.120306,apriltag,1.0,1,5,5:apriltag,2.546,35.458,174.275,0.0,976
144,13.0834,561.49,1254.68,0.12007,apriltag,1.0,1,5,5:apriltag,2.554,35.375,174.081,0.0,977
145,13.1542,560.66,1248.25,0.120475,apriltag,1.0,1,5,5:apriltag,2.544,35.026,176.14,0.0,978
146,13.2205,561.46,1236.21,0.121272,apriltag,1.0,1,5,5:apriltag,2.548,33.305,174.884,0.0,979
147,13.2822,560.29,1220.27,0.122224,apriltag,1.0,1,5,5:apriltag,2.439,31.704,176.72,0.0,980
148,13.3429,558.3,1200.66,0.122412,apriltag,1.0,1,5,5:apriltag,2.198,29.054,175.428,0.0,981
149,13.4022,557.93,1176.23,0.122877,apriltag,1.0,1,5,5:apriltag,2.08,26.184,175.529,0.0,982
150,13.4606,557.27,1152.26,0.122723,apriltag,1.0,1,5,5:apriltag,2.019,23.186,175.073,0.0,983
151,13.576,555.5,1126.5,0.122723,opencv,0.967,1,5,5:opencv,,,,,984
152,13.6946,554.5,1101.5,0.122723,opencv,0.933,1,5,5:opencv,,,,,985
153,13.8103,553.5,1075.5,0.122723,opencv,0.9,1,5,5:opencv,,,,,986
154,13.925,551.5,1049.5,0.122723,opencv,0.867,1,5,5:opencv,,,,,987
155,14.0596,550.5,1024.5,0.122723,opencv,0.833,1,5,5:opencv,,,,,988
156,14.1802,549.5,998.5,0.122723,opencv,0.8,1,5,5:opencv,,,,,989
157,14.301,549.5,973.5,0.122723,opencv,0.767,1,5,5:opencv,,,,,990
158,14.4167,548.5,946.5,0.122723,opencv,0.733,1,5,5:opencv,,,,,991
159,14.5289,546.5,920.5,0.122723,opencv,0.7,1,5,5:opencv,,,,,992
160,14.7404,544.5,894.5,0.122723,opencv,0.667,1,5,5:opencv,,,,,993
161,14.8632,543.5,869.5,0.122723,opencv,0.633,1,5,5:opencv,,,,,994
162,14.9811,542.5,843.5,0.122723,opencv,0.6,1,5,5:opencv,,,,,995
163,15.0948,542.5,818.5,0.122723,opencv,0.567,1,5,5:opencv,,,,,996
164,15.1548,542.93,793.62,0.123182,apriltag,1.0,1,5,5:apriltag,0.355,-20.534,178.911,0.0,997
165,15.271,540.0,766.5,0.123182,opencv,0.967,1,5,5:opencv,,,,,998
166,15.3837,539.0,741.5,0.123182,opencv,0.933,1,5,5:opencv,,,,,999
167,15.4964,538.0,715.5,0.123182,opencv,0.9,1,5,5:opencv,,,,,1000
168,15.6127,537.0,689.5,0.123182,opencv,0.867,1,5,5:opencv,,,,,1001
169,15.6719,537.82,663.31,0.122659,apriltag,1.0,1,5,5:apriltag,-0.309,-35.633,174.277,0.0,1002
170,15.7851,535.5,638.0,0.122659,opencv,0.967,1,5,5:opencv,,,,,1003
171,15.8461,536.93,629.89,0.12211,apriltag,1.0,1,5,5:apriltag,-0.397,-40.577,178.241,0.0,1004
172,15.9028,536.98,629.72,0.122419,apriltag,1.0,1,5,5:apriltag,-0.365,-40.294,176.947,0.0,1005
173,15.9634,536.58,631.12,0.1214,apriltag,1.0,1,5,5:apriltag,-0.455,-40.01,176.441,0.0,1006
174,16.0196,535.54,637.3,0.122279,apriltag,1.0,1,5,5:apriltag,-0.557,-39.06,175.717,0.0,1007
175,16.1338,536.0,650.0,0.122279,opencv,0.967,1,5,5:opencv,,,,,1008
176,16.1945,537.95,668.1,0.124254,apriltag,1.0,1,5,5:apriltag,-0.243,-35.865,178.228,0.0,1009
177,16.2526,539.95,688.97,0.123806,apriltag,1.0,1,5,5:apriltag,-0.015,-32.846,175.83,0.0,1010
178,16.3638,538.5,712.5,0.123806,opencv,0.967,1,5,5:opencv,,,,,1011
179,16.477,538.5,738.5,0.123806,opencv,0.933,1,5,5:opencv,,,,,1012
180,16.5883,539.5,764.5,0.123806,opencv,0.9,1,5,5:opencv,,,,,1013
181,16.6974,541.5,791.5,0.123806,opencv,0.867,1,5,5:opencv,,,,,1014
182,16.8078,543.5,817.5,0.123806,opencv,0.833,1,5,5:opencv,,,,,1015
183,16.9283,544.5,843.5,0.123806,opencv,0.8,1,5,5:opencv,,,,,1016
184,17.0441,544.5,870.5,0.123806,opencv,0.767,1,5,5:opencv,,,,,1017
185,17.1598,544.5,897.5,0.123806,opencv,0.733,1,5,5:opencv,,,,,1018
186,17.2745,546.5,923.5,0.123806,opencv,0.7,1,5,5:opencv,,,,,1019
187,17.3859,548.5,950.5,0.123806,opencv,0.667,1,5,5:opencv,,,,,1020
188,17.4983,549.5,976.5,0.123806,opencv,0.633,1,5,5:opencv,,,,,1021
189,17.6133,549.5,1001.5,0.123806,opencv,0.6,1,5,5:opencv,,,,,1022
190,17.7278,550.5,1028.5,0.123806,opencv,0.567,1,5,5:opencv,,,,,1023
191,17.842,551.5,1054.5,0.123806,opencv,0.533,1,5,5:opencv,,,,,1024
192,17.962,553.5,1080.5,0.123806,opencv,0.5,1,5,5:opencv,,,,,1025
193,18.0735,554.5,1107.5,0.123806,opencv,0.467,1,5,5:opencv,,,,,1026
194,18.191,555.5,1133.5,0.123806,opencv,0.433,1,5,5:opencv,,,,,1027
195,18.2524,557.57,1160.16,0.122772,apriltag,1.0,1,5,5:apriltag,2.113,24.25,175.754,0.0,1028
196,18.3672,557.5,1187.0,0.122772,opencv,0.967,1,5,5:opencv,,,,,1029
197,18.4831,558.5,1213.0,0.122772,opencv,0.933,1,5,5:opencv,,,,,1030
198,18.5441,559.06,1240.39,0.122931,apriltag,1.0,1,5,5:apriltag,2.363,33.712,174.827,0.0,1031
199,18.6039,561.31,1252.9,0.119893,apriltag,1.0,1,5,5:apriltag,2.506,35.126,173.635,0.0,1032
200,18.6595,561.33,1254.7,0.120354,apriltag,1.0,1,5,5:apriltag,2.528,35.41,174.222,0.0,1033
201,18.716,560.82,1254.92,0.120107,apriltag,1.0,1,5,5:apriltag,2.485,35.32,173.639,0.0,1034
202,18.7709,560.87,1252.03,0.120263,apriltag,1.0,1,5,5:apriltag,2.509,35.132,174.474,0.0,1035
203,18.8308,560.59,1243.53,0.120265,apriltag,1.0,1,5,5:apriltag,2.513,34.577,176.836,0.0,1036
204,18.8871,560.21,1227.88,0.121926,apriltag,1.0,1,5,5:apriltag,2.43,32.465,175.712,0.0,1037
205,18.9938,559.0,1209.0,0.121926,opencv,0.967,1,5,5:opencv,,,,,1038
206,19.1056,557.0,1187.0,0.121926,opencv,0.933,1,5,5:opencv,,,,,1039
207,19.2285,556.0,1163.0,0.121926,opencv,0.9,1,5,5:opencv,,,,,1040
208,19.3368,556.0,1138.0,0.121926,opencv,0.867,1,5,5:opencv,,,,,1041
209,19.4432,556.0,1113.0,0.121926,opencv,0.833,1,5,5:opencv,,,,,1042
210,19.5013,554.75,1088.16,0.123714,apriltag,1.0,1,5,5:apriltag,1.802,15.678,177.497,0.0,1043
211,19.5559,554.53,1061.24,0.12424,apriltag,1.0,1,5,5:apriltag,1.647,12.339,175.083,0.0,1044
212,19.6645,552.0,1035.0,0.12424,opencv,0.967,1,5,5:opencv,,,,,1045
213,19.7733,551.0,1010.0,0.12424,opencv,0.933,1,5,5:opencv,,,,,1046
214,19.8851,550.0,984.0,0.12424,opencv,0.9,1,5,5:opencv,,,,,1047
215,19.9914,549.0,958.0,0.12424,opencv,0.867,1,5,5:opencv,,,,,1048
216,20.0978,548.0,932.0,0.12424,opencv,0.833,1,5,5:opencv,,,,,1049
217,20.2052,546.0,906.0,0.12424,opencv,0.8,1,5,5:opencv,,,,,1050
218,20.3112,545.0,880.0,0.12424,opencv,0.767,1,5,5:opencv,,,,,1051
219,20.4162,544.0,855.0,0.12424,opencv,0.733,1,5,5:opencv,,,,,1052
220,20.5243,543.0,829.0,0.12424,opencv,0.7,1,5,5:opencv,,,,,1053
221,20.6279,542.0,803.0,0.12424,opencv,0.667,1,5,5:opencv,,,,,1054
222,20.731,541.0,777.0,0.12424,opencv,0.633,1,5,5:opencv,,,,,1055
223,20.8362,540.0,752.0,0.12424,opencv,0.6,1,5,5:opencv,,,,,1056
224,20.9428,539.0,726.0,0.12424,opencv,0.567,1,5,5:opencv,,,,,1057
225,21.049,538.0,700.0,0.12424,opencv,0.533,1,5,5:opencv,,,,,1058
226,21.1062,536.71,676.39,0.122256,apriltag,1.0,1,5,5:apriltag,-0.422,-34.575,176.706,0.0,1059
227,21.21,534.5,649.0,0.122256,opencv,0.967,1,5,5:opencv,,,,,1060
228,21.2645,535.47,632.46,0.121638,apriltag,1.0,1,5,5:apriltag,-0.517,-39.661,175.652,0.0,1061
229,21.317,536.6,630.69,0.122219,apriltag,1.0,1,5,5:apriltag,-0.402,-40.287,177.379,0.0,1062
230,21.3753,537.19,631.17,0.121976,apriltag,1.0,1,5,5:apriltag,-0.408,-40.445,178.411,0.0,1063
231,21.4322,536.02,633.84,0.122575,apriltag,1.0,1,5,5:apriltag,-0.544,-39.609,176.331,0.0,1064
232,21.487,534.96,644.81,0.122939,apriltag,1.0,1,5,5:apriltag,-0.612,-38.549,177.426,0.0,1065
233,21.5421,536.54,660.44,0.122275,apriltag,1.0,1,5,5:apriltag,-0.436,-36.586,177.073,0.0,1066
234,21.5965,538.56,680.11,0.123562,apriltag,1.0,1,5,5:apriltag,-0.168,-34.142,176.874,0.0,1067
235,21.7062,538.5,702.0,0.123562,opencv,0.967,1,5,5:opencv,,,,,1068
236,21.8106,538.5,727.0,0.123562,opencv,0.933,1,5,5:opencv,,,,,1069
237,21.9185,538.5,753.0,0.123562,opencv,0.9,1,5,5:opencv,,,,,1070
238,22.0268,540.5,779.0,0.123562,opencv,0.867,1,5,5:opencv,,,,,1071
239,22.081,543.59,807.5,0.123492,apriltag,1.0,1,5,5:apriltag,0.423,-18.414,175.258,0.0,1072
240,22.1351,544.57,832.14,0.122836,apriltag,1.0,1,5,5:apriltag,0.539,-15.427,175.2,0.0,1073
241,22.2418,543.0,857.5,0.122836,opencv,0.967,1,5,5:opencv,,,,,1074
242,22.35,543.0,884.5,0.122836,opencv,0.933,1,5,5:opencv,,,,,1075
243,22.457,544.0,911.5,0.122836,opencv,0.9,1,5,5:opencv,,,,,1076
244,22.5647,546.0,937.5,0.122836,opencv,0.867,1,5,5:opencv,,,,,1077
245,22.6776,548.0,964.5,0.122836,opencv,0.833,1,5,5:opencv,,,,,1078
246,22.7847,549.0,989.5,0.122836,opencv,0.8,1,5,5:opencv,,,,,1079
247,22.8879,549.0,1015.5,0.122836,opencv,0.767,1,5,5:opencv,,,,,1080
248,22.994,550.0,1041.5,0.122836,opencv,0.733,1,5,5:opencv,,,,,1081
249,23.1015,551.0,1068.5,0.122836,opencv,0.7,1,5,5:opencv,,,,,1082
250,23.2047,553.0,1094.5,0.122836,opencv,0.667,1,5,5:opencv,,,,,1083
251,23.3118,554.0,1121.5,0.122836,opencv,0.633,1,5,5:opencv,,,,,1084
252,23.4176,555.0,1147.5,0.122836,opencv,0.6,1,5,5:opencv,,,,,1085
253,23.5272,556.0,1174.5,0.122836,opencv,0.567,1,5,5:opencv,,,,,1086
254,23.6421,557.0,1200.5,0.122836,opencv,0.533,1,5,5:opencv,,,,,1087
255,23.7478,558.0,1226.5,0.122836,opencv,0.5,1,5,5:opencv,,,,,1088
256,23.8568,559.0,1247.5,0.122836,opencv,0.467,1,5,5:opencv,,,,,1089
257,23.9121,560.63,1255.29,0.120606,apriltag,1.0,1,5,5:apriltag,2.467,35.483,174.21,0.0,1090
258,23.9662,560.39,1255.61,0.120394,apriltag,1.0,1,5,5:apriltag,2.447,35.46,173.911,0.0,1091
259,24.0198,560.62,1255.5,0.120497,apriltag,1.0,1,5,5:apriltag,2.471,35.609,174.775,0.0,1092
260,24.0773,560.67,1249.09,0.120642,apriltag,1.0,1,5,5:apriltag,2.467,34.728,174.152,0.0,1093
261,24.1833,560.0,1237.0,0.120642,opencv,0.967,1,5,5:opencv,,,,,1094
262,24.292,559.0,1220.0,0.120642,opencv,0.933,1,5,5:opencv,,,,,1095
263,24.344,557.29,1199.95,0.122893,apriltag,1.0,1,5,5:apriltag,2.091,29.2,176.573,0.0,1096
264,24.4,556.34,1176.34,0.12248,apriltag,1.0,1,5,5:apriltag,1.964,26.333,176.697,0.0,1097
265,24.4551,555.66,1151.92,0.122812,apriltag,1.0,1,5,5:apriltag,1.868,23.344,176.182,0.0,1098
266,24.5632,555.5,1126.0,0.122812,opencv,0.967,1,5,5:opencv,,,,,1099
267,24.6693,554.5,1100.0,0.122812,opencv,0.933,1,5,5:opencv,,,,,1100
268,24.7808,553.5,1075.0,0.122812,opencv,0.9,1,5,5:opencv,,,,,1101
269,24.8928,551.5,1049.0,0.122812,opencv,0.867,1,5,5:opencv,,,,,1102
270,25.0012,550.5,1024.0,0.122812,opencv,0.833,1,5,5:opencv,,,,,1103
271,25.1086,549.5,998.0,0.122812,opencv,0.8,1,5,5:opencv,,,,,1104
272,25.2192,549.5,972.0,0.122812,opencv,0.767,1,5,5:opencv,,,,,1105
273,25.3234,548.5,947.0,0.122812,opencv,0.733,1,5,5:opencv,,,,,1106
274,25.4303,546.5,921.0,0.122812,opencv,0.7,1,5,5:opencv,,,,,1107
275,25.5397,544.5,894.0,0.122812,opencv,0.667,1,5,5:opencv,,,,,1108
276,25.6487,543.5,869.0,0.122812,opencv,0.633,1,5,5:opencv,,,,,1109
277,25.7555,542.5,843.0,0.122812,opencv,0.6,1,5,5:opencv,,,,,1110
278,25.8653,542.5,817.0,0.122812,opencv,0.567,1,5,5:opencv,,,,,1111
