frame,time_s,position_mm,raw_x,raw_y,points_tracked
0,0.0,254.19390766831876,532,975,2
1,0.03337462462462463,256.32065489781144,536,975,2
2,0.06674924924924926,258.9790889346773,541,975,2
3,0.10012387387387388,249.93247758534275,524,977,2
4,0.1334984984984985,251.52753800746225,527,977,2
5,0.16687312312312313,250.46416439271593,525,977,2
6,0.20024774774774776,247.80573035585007,520,977,2
7,0.23362237237237238,250.4601965807206,525,978,2
8,0.266996996996997,254.1820042323328,532,978,2
9,0.3003716216216216,256.8404382691986,537,978,2
10,0.33374624624624627,258.9671854986913,541,978,2
11,0.36712087087087086,259.49887230606447,542,978,2
12,0.4004954954954955,259.49490449406915,542,979,2
13,0.43387012012012016,259.49490449406915,542,979,2
14,0.46724474474474476,257.90381188394497,539,978,2
15,0.5006193693693693,256.8404382691986,537,978,2
16,0.533993993993994,254.1859720443281,532,977,2
17,0.5673686186186186,250.99585120008908,526,977,2
18,0.6007432432432432,248.8691039705964,522,977,2
19,0.634117867867868,250.99585120008908,526,977,2
20,0.6674924924924925,250.46416439271593,525,977,2
21,0.7008671171171171,249.93644539733808,524,976,2
22,0.7342417417417417,247.27801136047225,519,976,2
23,0.7676163663663664,256.32462270980676,536,974,2
24,0.800990990990991,254.72956228768723,533,974,2
25,0.8343656156156156,252.07112825082137,528,974,2
26,0.8677402402402403,252.5790081862226,529,980,2
27,0.9011148648648649,251.51563457147628,527,980,2
28,0.9344894894894895,250.98394776410314,526,980,2
29,0.9678641141141141,248.32551372723728,521,980,2
30,1.0012387387387387,246.1987664977446,517,980,2
31,1.0346133633633634,254.71369103970596,533,978,2
32,1.067987987987988,263.2206799576767,549,978,2
33,1.1013626126126126,271.7078298156708,565,983,2
34,1.1347372372372373,269.58108258617807,561,983,2
35,1.168111861861862,265.8592749345659,554,983,2
36,1.2014864864864865,262.1374672829537,547,983,2
37,1.2348611111111112,258.9473464387147,541,983,2
38,1.268235735735736,255.22553878710252,534,983,2
39,1.3016103603603604,251.5037311354903,527,983,2
40,1.334984984984985,248.31361029125134,521,983,2
41,1.3683596096096096,244.59180263963916,514,983,2
42,1.4017342342342343,241.40168179540012,508,983,2
43,1.435108858858859,239.80662137328062,505,983,2
44,1.4684834834834835,239.8026535612853,505,984,2
45,1.5018581081081082,239.8423316812385,505,974,2
46,1.5352327327327329,218.57089157431642,465,975,2
47,1.5686073573573573,219.63426518906277,467,975,2
48,1.601981981981982,221.7570446065601,471,976,2
49,1.6353566066066068,223.88379183605278,475,976,2
50,1.6687312312312312,227.08184830428243,481,974,2
51,1.702105855855856,230.27196914852146,487,974,2
52,1.7354804804804806,232.926435373392,492,975,2
53,1.7688551051051051,235.58883722225315,497,974,2
54,1.8022297297297298,239.82646043325724,505,978,2
55,1.8356043543543545,243.55223589686472,512,977,2
56,1.868978978978979,246.74632455309907,518,976,2
57,1.9023536036036037,249.40475858996493,523,976,2
